ID,Title,StudyArea,WMU,Method,TelemFixRate,TelemType,SurveyType,Strata,DataCollected,Scale,Grain,Extent,Season,StartMonth,EndMonth,StartYear,EndYear,Duration,Species,Multi,Individuals,SampleUnit,SampleSize,Predictor,PredictorInteraction,PredictorType,Response,ResponseType,MetricNum,DensityUnit,MetricText,SE,CILevel,CIL,CIU,RangeL,RangeU,Comments,
246,The Effect of Human Settlement on the Density of Moose in Northern Alberta,Alberta,,CensusFlights,,,,,ArealCount,StudyArea,0.67,376224,Winter,,,1993,1994,0,Moose,FALSE,FALSE,Quadrats,870,WhiteZone,,Category,Density,median,0.4,,,0,0,0,0,,,,
247,The Effect of Human Settlement on the Density of Moose in Northern Alberta,Alberta,,CensusFlights,,,,,ArealCount,StudyArea,0.67,376224,Winter,,,1993,1994,0,Moose,FALSE,FALSE,Quadrats,870,GreenZone,,Category,Density,median,0.25,,,0,0,0,0,,,,
250,The Effect of Human Settlement on the Density of Moose in Northern Alberta,Alberta,,CensusFlights,,,,,ArealCount,StudyArea,0.67,376224,Winter,,,1993,1994,0,Moose,FALSE,FALSE,Quadrats,870,WhiteZoneDist,,Continuous,Density,median,,,neg,0,0,0,0,,,,
251,The Effect of Human Settlement on the Density of Moose in Northern Alberta,Alberta,,CensusFlights,,,,,ArealCount,StudyArea,0.67,376224,Winter,,,1993,1994,0,Moose,FALSE,FALSE,Quadrats,870,Lat,,Continuous,Density,median,,,neg,0,0,0,0,,,,
252,The Effect of Human Settlement on the Density of Moose in Northern Alberta,Alberta,,CensusFlights,,,,,ArealCount,StudyArea,0.67,376224,Winter,,,1993,1994,0,Moose,FALSE,FALSE,Quadrats,870,DryMixedwoodSReg,,Continuous,Density,median,,,pos,0,0,0,0,,,,
253,The Effect of Human Settlement on the Density of Moose in Northern Alberta,Alberta,,CensusFlights,,,,,ArealCount,StudyArea,0.67,376224,Winter,,,1993,1994,0,Moose,FALSE,FALSE,Quadrats,870,FoothillsSReg,,Continuous,Density,median,,,pos,0,0,0,0,,,,
254,The Effect of Human Settlement on the Density of Moose in Northern Alberta,Alberta,,CensusFlights,,,,,ArealCount,StudyArea,0.67,376224,Winter,,,1993,1994,0,Moose,FALSE,FALSE,Quadrats,870,Road2ndDist,,Continuous,Density,median,,,neg,0,0,0,0,,,,
255,"Moose population-dynamics and winter habitat use at rochester, Alberta, 1965-1979",Rochester,506;510,CensusFlights,,,,,ArealCount,StudyArea,,179,Winter,,,1965,,0,Moose,FALSE,FALSE,Individual,,,,,Density,ratio,0.016,km2,,0,0,0,0,0,0,,
256,"Moose population-dynamics and winter habitat use at rochester, Alberta, 1965-1979",Rochester,506;510,CensusFlights,,,,,ArealCount,StudyArea,,179,Winter,,,1979,,0,Moose,FALSE,FALSE,Individual,,,,,Density,ratio,0.75,,,0,0,0,0,0,0,,
257,"Moose population-dynamics and winter habitat use at rochester, Alberta, 1965-1979",Rochester,506;510,CensusFlights,,,,,ArealCount,StudyArea,,179,Winter,Nov,Dec,1967,1978,0,Moose,FALSE,FALSE,Individual,,,,,MaleFemale,ratio,,,,0,0,0,0,0,0,,
258,"Moose population-dynamics and winter habitat use at rochester, Alberta, 1965-1979",Rochester,506;510,CensusFlights,,,,,ArealCount,StudyArea,,179,Winter,Nov,Dec,1967,1978,0,Moose,FALSE,FALSE,Individual,,,,,CalfCow,ratio,,,106:100,0.077,0,0,0,0,0,SE calculated from SD and sample size (table 4),
259,"Moose population-dynamics and winter habitat use at rochester, Alberta, 1965-1979",Rochester,506;510,CensusFlights,,,,,ArealCount,StudyArea,,179,Winter,Nov,Dec,1967,1978,0,Moose,FALSE,FALSE,Individual,,,,,TwinningRate,proportion,0.41,,,0.043,0,0,0,0,0,SE calculated from SD and sample size (table 4),
260,"Moose population-dynamics and winter habitat use at rochester, Alberta, 1965-1979",Rochester,506;510,CensusFlights,,,,,ArealCount,StudyArea,,179,Winter,Nov,Dec,1965,,0,Moose,FALSE,FALSE,Individual,,,,,Lambda,ratio,,,1.24,,0,0,0,0,0,,
262,"Moose population-dynamics and winter habitat use at rochester, Alberta, 1965-1979",Rochester,506;510,CensusFlights,,,,,ArealCount,StudyArea,,179,Winter,Nov,Dec,1979,,0,Moose,FALSE,FALSE,Individual,,,,,Lambda,ratio,,,1.03,,0,0,0,0,0,,
263,"Moose population-dynamics and winter habitat use at rochester, Alberta, 1965-1979",Rochester,506;510,CensusFlights,,,,,ArealCount,Population,0.5,179,Winter,Nov,Dec,1979,,0,Moose,TRUE,TRUE,Individual,,Agriculture,,Category,Selection,direction,,,Avoid,,0,0,0,0,0,Grain from radius of circular plots,
264,"Moose population-dynamics and winter habitat use at rochester, Alberta, 1965-1979",Rochester,506;510,CensusFlights,,,,,ArealCount,Population,0.5,179,Winter,Nov,Dec,1979,,0,Moose,FALSE,TRUE,Individual,,Decid,,Category,Selection,direction,,,Select,,0,0,0,0,0,Grain from radius of circular plots,
265,"Moose population-dynamics and winter habitat use at rochester, Alberta, 1965-1979",Rochester,506;510,CensusFlights,,,,,ArealCount,Population,0.5,179,Winter,Nov,Dec,1979,,0,Moose,FALSE,TRUE,Individual,,ClosedConWet,,Category,Selection,direction,,,Select,,0,0,0,0,0,Grain from radius of circular plots,
266,"Moose population-dynamics and winter habitat use at rochester, Alberta, 1965-1979",Rochester,506;510,CensusFlights,,,,,ArealCount,Population,0.5,179,Winter,Nov,Dec,1979,,0,Moose,FALSE,TRUE,Individual,,RoadDist,,Category,Selection,direction,,,Avoid,,0,0,0,0,0,Grain from radius of circular plots,
267,"Moose population-dynamics and winter habitat use at rochester, Alberta, 1965-1979",Rochester,506;510,CensusFlights,,,,,ArealCount,Population,0.5,179,Winter,Nov,Dec,1979,,0,Moose,FALSE,TRUE,Individual,,Dwelling,,Category,Selection,direction,,,Avoid,,0,0,0,0,0,Grain from radius of circular plots,
268,Effectiveness of above-ground pipeline mitigation for moose (Alces alces) and other large mammals,Peace Rive Complex,926,Ground,,,,Search,SnowTracking,HomeRange,0,0,Winter,Feb,April,2006,2007,6,Moose,TRUE,FALSE,Event,0,PipelineHeight,,Continuous,Selection,direction,0,,Select,0,0,0,0,0,0,,
269,Effectiveness of above-ground pipeline mitigation for moose (Alces alces) and other large mammals,Peace Rive Complex,926,Ground,,,,Search,SnowTracking,HomeRange,0,0,Winter,Feb,April,2006,2007,6,Coyote;Lynx;Wolf,TRUE,FALSE,Event,0,PipelineHeight,,Continuous,Selection,direction,0,,Avoid,0,0,0,0,0,0,,
270,Effectiveness of above-ground pipeline mitigation for moose (Alces alces) and other large mammals,Peace Rive Complex,926,Cameras,,,,Opportunistic,SnowTracking,HomeRange,0,0,All,Feb,April,2006,2007,12,Moose,TRUE,FALSE,Event,0,PipelineHeight,,Continuous,Selection,direction,0,,Select,0,0,0,0,0,0,,
271,Effectiveness of above-ground pipeline mitigation for moose (Alces alces) and other large mammals,Peace Rive Complex,926,Cameras,,,,Opportunistic,SnowTracking,HomeRange,0,0,All,Feb,April,2006,2007,12,Coyote;Lynx;Wolf,TRUE,FALSE,Event,0,PipelineHeight,,Continuous,Selection,direction,0,,Avoid,0,0,0,0,0,0,,
274,Effectiveness of above-ground pipeline mitigation for moose (Alces alces) and other large mammals,Peace Rive Complex,926,Cameras,,,,Opportunistic,SnowTracking,HomeRange,0,0,All,Feb,April,2006,2007,12,Moose,TRUE,FALSE,Event,0,CrossingStructure,,Category,Use,rate,0.88,,,0,0,0,0,0,0,,
275,Effectiveness of above-ground pipeline mitigation for moose (Alces alces) and other large mammals,Peace Rive Complex,926,Cameras,,,,Opportunistic,SnowTracking,HomeRange,0,0,All,Feb,April,2006,2007,12,Caribou,TRUE,FALSE,Event,0,CrossingStructure,,Category,Use,rate,0.82,,,0,0,0,0,0,0,,
276,Effectiveness of above-ground pipeline mitigation for moose (Alces alces) and other large mammals,Peace Rive Complex,926,Cameras,,,,Opportunistic,SnowTracking,HomeRange,0,0,All,Feb,April,2006,2007,12,Deer,TRUE,FALSE,Event,0,CrossingStructure,,Category,Use,rate,0.83,,,0,0,0,0,0,0,,
277,Effectiveness of above-ground pipeline mitigation for moose (Alces alces) and other large mammals,Peace Rive Complex,926,Cameras,,,,Opportunistic,SnowTracking,HomeRange,0,0,All,Feb,April,2006,2007,12,Moose,TRUE,FALSE,Event,0,CrossingStructure,,Category,Selection,direction,,,Select,0,0,0,0,0,0,,
278,Effectiveness of above-ground pipeline mitigation for moose (Alces alces) and other large mammals,Peace Rive Complex,926,Cameras,,,,Opportunistic,SnowTracking,HomeRange,0,0,All,Feb,April,2006,2007,12,Coyote;Deer;Lynx,TRUE,FALSE,Event,0,CrossingStructure,,Category,Selection,direction,,,Select,0,0,0,0,0,0,,
279,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,StudyArea,0,3198,Summer,April,Sept,2010,2012,0,Moose,FALSE,TRUE,Individual,25,,,,HRA,MCP,37.5,,,3.45,0,0,0,0,0,,
280,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,StudyArea,0,3198,Winter,Oct,March,2010,2012,0,Moose,FALSE,TRUE,Individual,25,,,,HRA,MCP,30.1,,,3.16,0,0,0,0,0,,
281,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,3198,Summer,April,Sept,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Swamp,,Category,Selection,ratio,2.9,,,,0,0,0,0,0,,
282,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,3198,Summer,April,Sept,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Dogwood,,Category,Selection,ratio,4.5,,,,0,0,0,0,0,,
283,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,3198,Summer,April,Sept,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Mine,,Category,Selection,ratio,0.1,,,,0,0,0,0,0,,
284,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,3198,Summer,April,Sept,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Shrub,,Category,Selection,ratio,6.7,,,,0,0,0,0,0,,
285,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,3198,Winter,Oct,March,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Shrub,,Category,Selection,ratio,2.5,,,,0,0,0,0,0,,
286,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,3198,Winter,Oct,March,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Dogwood,,Category,Selection,ratio,5.2,,,,0,0,0,0,0,,
287,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,3198,Winter,Oct,March,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Mine,,Category,Selection,ratio,0.1,,,,0,0,0,0,0,,
288,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,3198,Winter,Oct,March,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Swamp,,Category,Selection,ratio,3.6,,,,0,0,0,0,0,,
289,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,3198,Summer,April,Sept,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Swamp,,Category,Selection,direction,,,Select,,0,0,0,0,0,,
290,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,3198,Summer,April,Sept,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Dogwood,,Category,Selection,direction,,,Select,,0,0,0,0,0,,
291,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,3198,Summer,April,Sept,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Mine,250m,Category,Selection,direction,,,Avoid,,0,0,0,0,0,,
292,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,3198,Summer,April,Sept,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Shrub,,Category,Selection,direction,,,Select,,0,0,0,0,0,,
293,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,3198,Winter,Oct,March,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Swamp,,Category,Selection,direction,,,Select,,0,0,0,0,0,,
294,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,3198,Winter,Oct,March,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Dogwood,,Category,Selection,direction,,,Select,,0,0,0,0,0,,
295,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,3198,Winter,Oct,March,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Mine,250m,Category,Selection,direction,,,Select,,0,0,0,0,0,,
296,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,3198,Winter,Oct,March,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Shrub,,Category,Selection,direction,,,Select,,0,0,0,0,0,,
297,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,3198,Calving,May,June,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Swamp,,Category,Selection,ratio,2.5,,,,0,0,0,0,0,,
298,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,3198,Calving,May,June,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Dogwood,,Category,Selection,ratio,4.5,,,,0,0,0,0,0,,
299,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,3198,Calving,May,June,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Mine,,Category,Selection,ratio,0.2,,,,0,0,0,0,0,,
300,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,3198,Calving,May,June,2010,2012,0,Moose,TRUE,TRUE,Event,133519,Shrub,,Category,Selection,ratio,17.5,,,,0,0,0,0,0,,
301,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,9426,Summer,April,Sept,2012,2014,0,Wolf,TRUE,TRUE,Event,54839,Shrub,,Category,Selection,ratio,3.9,,,,0,0,0,0,0,,
302,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,9426,Summer,April,Sept,2012,2014,0,Wolf,TRUE,TRUE,Event,54839,Water,,Category,Selection,ratio,9.1,,,,0,0,0,0,0,,
303,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,9426,Summer,April,Sept,2012,2014,0,Wolf,TRUE,TRUE,Event,54839,Mine,,Category,Selection,ratio,0.4,,,,0,0,0,0,0,,
305,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,Event,54839,Shrub,,Category,Selection,ratio,3,,,,0,0,0,0,0,,
306,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,Event,54839,Dogwood,,Category,Selection,ratio,2,,,,0,0,0,0,0,,
307,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,Event,54839,Mine,,Category,Selection,ratio,0.2,,,,0,0,0,0,0,,
308,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,Population,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,Event,54839,River,,Category,Selection,ratio,4.6,,,,0,0,0,0,0,,
309,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,9426,Summer,April,Sept,2012,2014,0,Wolf,TRUE,TRUE,Event,54839,Meadow,,Category,Selection,direction,,,Select,,0,0,0,0,0,,
310,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,9426,Summer,April,Sept,2012,2014,0,Wolf,TRUE,TRUE,Event,54839,Water,,Category,Selection,direction,,,Select,,0,0,0,0,0,,
312,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,9426,Summer,April,Sept,2012,2014,0,Wolf,TRUE,TRUE,Event,54839,Mine,250m,Category,Selection,direction,,,Avoid,,0,0,0,0,0,,
313,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,9426,Summer,April,Sept,2012,2014,0,Wolf,TRUE,TRUE,Event,54839,Bog,,Category,Selection,direction,,,Avoid,,0,0,0,0,0,,
314,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,Event,54839,Shrub,,Category,Selection,direction,,,Select,,0,0,0,0,0,,
316,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,Event,54839,Meadow,,Category,Selection,direction,,,Select,,0,0,0,0,0,,
317,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,Event,54839,Mine,250m,Category,Selection,direction,,,Avoid,,0,0,0,0,0,,
318,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,Event,54839,Fen,,Category,Selection,direction,,,Avoid,,0,0,0,0,0,,
319,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,3198,Winter,Oct,March,2010,2012,0,Moose,TRUE,TRUE,Event,133519,River,250m,Category,Selection,direction,,,Select,,0,0,0,0,0,,
320,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,Event,54839,River,250m,Category,Selection,direction,,,Select,,0,0,0,0,0,,
321,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,StudyArea,0,3198,All,,,2010,2012,0,Moose,TRUE,TRUE,Event,133519,,,Category,SeasonalOverlap,proportion,0.4213,,,,0,0,0,0,0,,
323,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,3198,Summer,April,Sept,2010,2012,0,Moose,TRUE,TRUE,Event,9393,MineRiver,300m,Continuous,Selection,direction,,,Avoid,,0,0,0,0,0,,
324,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,CensusFlights,,GPS,,,ArealObs,StudyArea,0,3198,Winter,Dec,,2010,,0,Moose,TRUE,TRUE,Individual,28,,,Continuous,CalfCow,ratio,0.61,,,,0,0,0,0,0,,
325,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,CensusFlights,,GPS,,,ArealObs,StudyArea,0,3198,Winter,Jan,,2012,,0,Moose,TRUE,TRUE,Individual,20,,,Continuous,CalfCow,ratio,0.75,,,,0,0,0,0,0,,
326,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,CensusFlights,,GPS,,,ArealObs,StudyArea,0,3198,Winter,Dec,,2012,,0,Moose,TRUE,TRUE,Individual,22,,,Continuous,CalfCow,ratio,0.5,,,,0,0,0,0,0,,
327,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,CensusFlights,,,,,ArealObs,StudyArea,0,3198,Winter,Dec,,2010,,0,Moose,TRUE,TRUE,Individual,66,,,Continuous,MaleFemale,ratio,0.29,,,,0,0,0,0,0,,
328,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,CensusFlights,,,,,ArealObs,StudyArea,0,3198,Winter,Jan,,2012,,0,Moose,TRUE,TRUE,Individual,55,,,Continuous,MaleFemale,ratio,0.22,,,,0,0,0,0,0,,
329,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,CensusFlights,,,,,ArealObs,StudyArea,0,3198,Winter,Dec,,2012,,0,Moose,TRUE,TRUE,Individual,63,,,Continuous,MaleFemale,ratio,0.21,,,,0,0,0,0,0,,
330,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,Various,GPS;Radio,,,ArealObs,StudyArea,0,9426,All,,,2012,2014,0,Wolf,TRUE,TRUE,Individual,41,,,Continuous,Density,ratio,5.73,1000km2,,,0,0,0,0,0,,
331,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,Various,GPS;Radio,,,ArealObs,StudyArea,0,3198,All,,,2010,2012,0,Moose,TRUE,TRUE,Individual,25,,,Continuous,AdultSurvival,ratio,0.93,,,,0,0,0,0,0,,
332,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,StudyArea,0,9426,Summer,April,Sept,2012,2014,0,Wolf,FALSE,TRUE,Individual,38,,,,HRA,kde,642.7,,,88.5,0,0,0,0,0,,
333,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,StudyArea,0,9426,Winter,Oct,March,2012,2014,0,Wolf,FALSE,TRUE,Individual,38,,,,HRA,kde,502.5,,,53.7,0,0,0,0,0,,
334,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,Event,765,MineRiver,300m,Continuous,Selection,direction,,,Select,,0,0,0,0,0,,
335,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,3hr,GPS,,,,HomeRange,0,3198,Winter,Oct,March,2010,2012,0,Moose,TRUE,TRUE,Event,9393,MineRiver,300m,Continuous,Selection,direction,,,Avoid,,0,0,0,0,0,,
337,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,HomeRange,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,,,Seismic,,Category,Selection,ratio,2.05,,,,0,0,0,0,0,,
340,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,HomeRange,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,,,Trails,,Category,Selection,ratio,2.96,,,,0,0,0,0,0,,
341,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,HomeRange,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,,,Road,,Category,Selection,ratio,1.85,,,,0,0,0,0,0,,
342,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,HomeRange,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,,,Pipeline,,Category,Selection,ratio,1.93,,,,0,0,0,0,0,,
343,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,HomeRange,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,,,TransmissionLine,,Category,Selection,ratio,1.53,,,,0,0,0,0,0,,
344,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,HomeRange,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,,,,,Category,Speed,ratio,0.16,,,,0,0,0,0,0,,
345,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,HomeRange,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,,,Linear,,Category,Speed,ratio,0.43,,,,0,0,0,0,0,,
346,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,HomeRange,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,,,Road,,Category,Speed,ratio,0.65,,,,0,0,0,0,0,,
347,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,HomeRange,0,9426,Winter,Oct,March,2012,2014,0,Wolf,TRUE,TRUE,,,TransmissionLine,,Category,Speed,ratio,0.64,,,,0,0,0,0,0,,
